Who goes there!?	なんだ、おまえたちは！
He was carrying Jenova with him.	そしてセフィロスはジェノバを持ち歩いている
…This much I do know. He told me he wants to go to the Promised Land with his mother, Jenova.	……これはわかる。あいつの目的は母なるジェノバとともに約束の地へ、だからな
…I guess that's about it.	……だいたいそんなところだな
Sephiroth… is alive…	生きていた……セフィロスが……
The Promised Land… Does it really exist…?	約束の地……本当にあるのか……？
Whoa! We'd best hurry and hide somewhere.	おおっと！はやいとこ隠れたほうがよさそうだぜ
Maybe we shouldn't stay in here anymore…	ずっとここにいるのよくないんじゃない？
We should hide somewhere again.	いけない。もいちど身をかくしましょ
I don't think it's wise to stay here any longer.	これ以上ここにいるのはかしこいとは言えないな
Phew… We're finally here… Now we gotta hide.	ホッ……やっとついた……はやく隠れ……ウップ
Received "Ifrit" Materia!	『イフリート』のマテリアを手にいれた！
Costa del Sol Harbor	コスタ・デル・ソル港
Damn! Sure is hot here!	カッ～！！あついな、ここは！
But I sure feel better now that I can say good-bye to this sailor suit.	だがよ、せいせいしたぜ！これで、ちっこいセーラー服とおさらばだからな
Yo listen up!! Y'all be sure to mingle like regular folks here!	いいか！！こっからは一般人として行動しろ！
Oh, too bad. I liked BARRET's sailor suit. He looked so cute.	あら残念、BARRETの水兵姿。かわいかったのに、けっこう
…What'ya mean 'cute'?	……かわいいだと
Right…well, uh…	うんうん
BARRET, why don't you use that sailor suit for pajamas?	BARRET、あのセーラー服パジャマにしなさい
Right, CLOUD?	ね、CLOUDもそう思うでしょ？
Keep your mind on Sephiroth	そんなことよりセフィロスを
Remember, this isn't a vacation. We're here after Sephiroth.	俺たちはバカンスで来たんじゃない。セフィロスを追うんだ
I'm going on ahead.	先を急ぐぞ
Hmmph, CLOUD. You're the one who's always hangin' around wastin' time.	ケッ！！　CLOUDさんよ。道草が好きなのは、おまえさんだろ
I'm going to skip this resort!	こんな場ちがいなリゾート地はすっ飛ばしていくぜ！！
Ahhh… You look like a bear wearing a marshmallow.	ああ…マシュマロかぶったクマみたいでぴったりだったな
The hell's that supposed to mean!? This happens to be the most comfortable, so shu'up!	なにっ！！　よけいな世話だ！オレはこの一張羅がいちばん落ちつくんだ
…puff…puff…	ゼェゼェ……
Would you kindly hurry? The heat here is drying my nose.	すまないが、少し急いでくれないか。ここは暑い、私のアカハナがかわいてしまう
Yeah, mine, too!!	あたしもっ！！
All right. We'll take a break and then head off.	わかった。小休止の後、出発する
Don't wander too far off.	あまり、遠くへは行くな
I'll wander wherever I damn well want! Who made him the leader?	チッ！すっかりリーダー気取りだな
It looks like my mane got messed up.	じまんのけなみがみだれてきたようだ
I'm going to rest somewhere cool.	すずしいところで休んでいるよ
I think I'll go swimming.	およぎにいっちゃおうかな
Sounds good to me!	そうしよっか？
Hmm? CLOUD, are you thinking of anything in particular?	んん……？　CLOUD君いまなんか想像しちゃったかな？
Your cool exterior's cracking…	クールな顔がくずれてますよ～
Well then, let's go!	さ、いこいこ！
Maybe I should get a tan for a change.	たまには日焼けでもしちゃおっかな
Which do you like, CLOUD?	CLOUDはどっちが好み？
I like fair complexions	はだは白いほうが好きだ
Maybe a healthy tan is nice	元気に焼けてるほうがいいかな
Got it. I'll remember that.	ハイっ、参考にしとくね
Don't bother looking for me!	さがさないでくれよっ！
What a long boat ride that was!!	長時間の船旅おつかれさまです！！
Hmmm… Good work everyone…	ウム……ごくろう……
Gya, Haa, haa…ha!! Hurry up with that!	ガハハハハ！！スキッフの準備を急げ！
Yes, sir!!	ハッ！！
I heard Sephiroth was on board.	セフィロスが乗っていたらしいな
Yes.	……はっ
And it seems CLOUD and the others were on board, too.	CLOUDたちも乗っていたらしいな
They all slipped through… You messed up big this time, Heidegger.	どちらも取り逃がした……。大失態だな、ハイデッカーくん
I'm ashamed of myself.	めんぼくない……です
Is that all you can do? Give one word answers and apologize for everything?	いつから返事とあやまることしかできなくなったのだ…きみは
Do something. I'll be expecting results.	……なんとかしたまえ。期待している
Ready for departure, sir!!	スキッフ発進準備完了いたしました！！
Very well then. That was fast.	わかった。早かったな
You're outstanding. I'll remember you.	ウム…君は優秀だ。覚えておこう
YES, SIR!! Thank you, sir.	ハッ！！ありがとうございます
Remember Heidegger, You're allowed only one mistake.	いいかね？　ハイデッカーくん。失敗は１度までだ
I'm the boss!	オレ、わかだいしょう！
But a bunch of hardworking deckhands like you wouldn't understand.	あなたたち、アクセク働く運搬船の労働者にはわからないでしょうねえ
On the marine blue sea, Gazing at the eternal skies that seem to go on forever… Gives you the feeling like you're taking a nap on the wing of a Cessna.	マリンブルーの海の上、どこまでも続くイターナルな空をながめながらセスナのつばさの上でおひるねする気分
It's the ultimate high!	そりゃあ、もう最高なのよ
He's quite handsome, isn't he?	なかなか、いい男ね……
Oh, don't worry, I'm not talking about you.	あっ！　あなたのことじゃないから安心して
I'm talking about President Rufus. Charming, rich, blond… He even looks good in a double-breasted suit.	ルーファウス社長のことよ。魅力的よね、お金もってるし金髪だし、ダブルのスーツだし
Heh, heh… I hear the Shinra brass are arriving soon.	ヘラヘラ……もうじき、神羅のお偉方がつくんだってよ
